date,rank,author,title
2002-08-04 02:52:48,39,Default,Wasting My Time
2002-08-04 02:52:48,40,Puddle Of Mudd,Blurry
2002-08-04 02:52:48,41,No Doubt,Hella Good
2002-08-04 02:52:48,42,Tim McGraw,Unbroken
2002-08-04 02:52:48,43,Daniel Bedingfield,Gotta Get Thru This
2002-08-04 02:52:48,44,Dirty Vegas,Days Go By
2002-08-04 02:52:48,45,Tweet,Call Me
2002-08-04 02:52:48,46,Darryl Worley,I Miss My Friend
2002-08-04 02:52:48,47,Khia Featuring DSD,"My Neck, My Back"
2002-08-04 02:52:48,48,Beenie Man Featuring Janet,Feel It Boy
2002-08-04 02:52:48,49,Kylie Minogue,Love At First Sight
2002-08-04 02:52:48,50,Nickelback,How You Remind Me
2002-08-04 02:52:48,51,Elvis Presley vs JXL,A Little Less Conversation
2002-08-04 02:52:48,52,Andy Griggs,Tonight I Wanna Be Your Man
2002-08-04 02:52:48,53,Joe Nichols,The Impossible
2002-08-04 02:52:48,54,Tracy Byrd,Ten Rounds With Jose Cuervo
2002-08-04 02:52:48,55,Sara Evans,I Keep Looking
2002-08-04 02:52:48,56,Styles,Good Times
2002-08-04 02:52:48,57,Bruce Springsteen,The Rising
2002-08-04 02:52:48,58,Hoobastank,Running Away
2002-08-04 02:52:48,59,Angie Martinez Featuring Lil' Mo & Sacario,If I Could Go!
2002-08-04 02:52:48,60,Ashanti,Baby
2002-08-04 02:52:48,61,Craig David,Walking Away
2002-08-04 02:52:48,62,George Strait,Living And Living Well
2002-08-04 02:52:48,63,Ruff Endz,Someone To Love You
2002-08-04 02:52:48,64,Ginuwine,Stingy
2002-08-04 02:52:48,65,Lonestar,Not A Day Goes By
2002-08-04 02:52:48,66,Dave Matthews Band,Where Are You Going
2002-08-04 02:52:48,67,Brandy,Full Moon
2002-08-04 02:52:48,68,Brad Paisley,I'm Gonna Miss Her (The Fishin' Song)
2002-08-04 02:52:48,69,B2K,Gots Ta Be
2002-08-04 02:52:48,70,Monica,All Eyez On Me
2002-08-04 02:52:48,71,Puddle Of Mudd,Drift & Die
2002-08-04 02:52:48,72,Steve Azar,I Don't Have To Be Me ('til Monday)
2002-08-04 02:52:48,73,Lil Wayne,Way Of Life
2002-08-04 02:52:48,74,Mark Chesnutt,She Was
2002-08-04 02:52:48,75,Jack Johnson,Flake
2002-08-04 02:52:48,76,Donell Jones,You Know That I Love You
2002-08-04 02:52:48,77,Brooks & Dunn,My Heart Is Lost To You
2002-08-04 02:52:48,78,Diamond Rio,Beautiful Mess
2002-08-04 02:52:48,79,Jimmy Eat World,Sweetness
2002-08-04 02:52:48,80,Papa Roach,She Loves Me Not
2002-08-04 02:52:48,81,Soluna,For All Time
2002-08-04 02:52:48,82,Trick Daddy Featuring Cee-Lo & Big Boi,In Da Wind
2002-08-04 02:52:48,83,Mary J. Blige Featuring Ja Rule,Rainy Dayz
2002-08-04 02:52:48,84,3LW Featuring P. Diddy & Loon,I Do (Wanna Get Close To You)
2002-08-04 02:52:48,85,"Ja Rule Featuring Charli ""Chuck"" Baltimore",Down A** Chick
2002-08-04 02:52:48,86,The Hives,Hate To Say I Told You So
2002-08-04 02:52:48,87,Kellie Coffey,When You Lie Next To Me
2002-08-04 02:52:48,88,Slum Village Featuring Dwele,Tainted
2002-08-04 02:52:48,89,Nappy Roots Featuring Anthony Hamilton,Po' Folks
2002-08-04 02:52:48,90,Trace Adkins,Help Me Understand
2002-08-04 02:52:48,91,Joe,What If A Woman
2002-08-04 02:52:48,92,Marc Anthony,I've Got You
2002-08-04 02:52:48,93,Naughty By Nature Featuring 3LW,Feels Good (Don't Worry Bout A Thing)
2002-08-04 02:52:48,94,Filter,Where Do We Go From Here
2002-08-04 02:52:48,95,Paulina Rubio,Don't Say Goodbye
2002-08-04 02:52:48,96,Tanto Metro & Devonte,Give It To Her
2002-08-04 02:52:48,97,Pilar Montenegro,Quitame Ese Hombre
2002-08-04 02:52:48,98,Sean Paul,Gimme The Light
2002-08-04 02:52:48,99,Nivea Featuring Brian & Brandon Casey,Don't Mess With My Man
2002-08-04 02:52:48,100,Korn,Here To Stay
2001-08-03 21:03:36,1,Destiny's Child,Bootylicious
2001-08-03 21:03:36,2,Mariah Carey Featuring Cameo,Loverboy
2001-08-03 21:03:36,3,Blu Cantrell,Hit 'Em Up Style (Oops!)
2001-08-03 21:03:36,4,O-Town,All Or Nothing
2001-08-03 21:03:36,5,Usher,U Remind Me
2001-08-03 21:03:36,6,Eve Featuring Gwen Stefani,Let Me Blow Ya Mind
2001-08-03 21:03:36,7,Train,Drops Of Jupiter (Tell Me)
2001-08-03 21:03:36,8,Lifehouse,Hanging By A Moment
2001-08-03 21:03:36,9,112,Peaches & Cream
2001-08-03 21:03:36,10,Alicia Keys,Fallin'
2001-08-03 21:03:36,11,Jagged Edge With Nelly,Where The Party At
2001-08-03 21:03:36,12,Jennifer Lopez Featuring Ja Rule,I'm Real
2001-08-03 21:03:36,13,Staind,It's Been Awhile
2001-08-03 21:03:36,14,Incubus,Drive
2001-08-03 21:03:36,15,City High,What Would You Do?
2001-08-03 21:03:36,16,Sugar Ray,When It's Over
2001-08-03 21:03:36,17,Janet,Someone To Call My Lover
2001-08-03 21:03:36,18,Craig David,Fill Me In
2001-08-03 21:03:36,19,D12,Purple Hills
2001-08-03 21:03:36,20,"Missy ""Misdemeanor"" Elliott",Get Ur Freak On
2001-08-03 21:03:36,21,Jessica Simpson,Irresistible
2001-08-03 21:03:36,22,Willa Ford,I Wanna Be Bad
2001-08-03 21:03:36,23,Uncle Kracker,Follow Me
2001-08-03 21:03:36,24,"Christina Aguilera, Lil' Kim, Mya & P!nk",Lady Marmalade
2001-08-03 21:03:36,25,Nelly Featuring City Spud,Ride Wit Me
2001-08-03 21:03:36,26,Luther Vandross,Take You Out
2001-08-03 21:03:36,27,Jimmy Cozier,She's All I Got
2001-08-03 21:03:36,28,Erick Sermon Featuring Marvin Gaye,Music
2001-08-03 21:03:36,29,Lil' Mo Featuring Fabolous,Superwoman Pt. II
2001-08-03 21:03:36,30,Blake Shelton,Austin
2001-08-03 21:03:36,31,Dave Matthews Band,The Space Between
2001-08-03 21:03:36,32,R. Kelly Featuring Jay-Z,Fiesta
2001-08-03 21:03:36,33,The Isley Brothers Featuring Ronald Isley,Contagious
2001-08-03 21:03:36,34,Eve 6,Here's To The Night
2001-08-03 21:03:36,35,Dido,Thank You
2001-08-03 21:03:36,36,"Missy ""Misdemeanor"" Elliott",One Minute Man
2001-08-03 21:03:36,37,Lonestar,I'm Already There
2001-08-03 21:03:36,38,Jamie O'Neal,When I Think About Angels
2001-08-03 21:03:36,39,Montgomery Gentry,She Couldn't Change Me
2001-08-03 21:03:36,40,JAY-Z,Izzo (H.O.V.A.)
2001-08-03 21:03:36,41,American Hi-Fi,Flavor Of The Weak
2001-08-03 21:03:36,42,Nelly Furtado,I'm Like A Bird
2001-08-03 21:03:36,43,Janet,All For You
2001-08-03 21:03:36,44,Toby Keith,I'm Just Talkin' About Tonight
2001-08-03 21:03:36,45,Backstreet Boys,More Than That
2001-08-03 21:03:36,46,Toya,I Do!!
2001-08-03 21:03:36,47,matchbox twenty,If You're Gone
2001-08-03 21:03:36,48,Lee Ann Womack,I Hope You Dance
2001-08-03 21:03:36,49,Faith Hill,There You'll Be
2001-08-03 21:03:36,50,Ray J Featuring Lil' Kim,Wait A Minute
2001-08-03 21:03:36,51,Keith Urban,Where The Blacktop Ends
2001-08-03 21:03:36,52,Ludacris Featuring Nate Dogg,Area Codes
2001-08-03 21:03:36,53,Mary J. Blige,Family Affair
2001-08-03 21:03:36,54,Cyndi Thomson,What I Really Meant To Say
2001-08-03 21:03:36,55,'N Sync,Pop
2001-08-03 21:03:36,56,Smash Mouth,I'm A Believer
2001-08-03 21:03:36,57,Brad Paisley,Two People Fell In Love
2001-08-03 21:03:36,58,Jaheim,Just In Case
2001-08-03 21:03:36,59,Faith Evans Featuring Carl Thomas,Can't Believe
2001-08-03 21:03:36,60,"P. Diddy, Black Rob & Mark Curry",Bad Boy For Life
2001-08-03 21:03:36,61,Jo Dee Messina,Downtime
2001-08-03 21:03:36,62,Jill Scott,The Way
2001-08-03 21:03:36,63,The Wiseguys,Start The Commotion
2001-08-03 21:03:36,64,Dream,This Is Me
2001-08-03 21:03:36,65,Enya,Only Time
2001-08-03 21:03:36,66,Fuel,Bad Day
2001-08-03 21:03:36,67,Violator Featuring Busta Rhymes,What It Is
2001-08-03 21:03:36,68,Aaliyah Featuring Timbaland,We Need A Resolution
2001-08-03 21:03:36,69,Brooks & Dunn,Only In America
2001-08-03 21:03:36,70,Babyface,There She Goes
2001-08-03 21:03:36,71,Trick Daddy,I'm A Thug
2001-08-03 21:03:36,72,3 Doors Down,Be Like That
2001-08-03 21:03:36,73,Sara Evans,I Could Not Ask For More
2001-08-03 21:03:36,74,Blink-182,The Rock Show
2001-08-03 21:03:36,75,Ginuwine,Differences
2001-08-03 21:03:36,76,Lil' Romeo,My Baby
2001-08-03 21:03:36,77,Chris Cagle,Laredo
2001-08-03 21:03:36,78,Tool,Schism
2001-08-03 21:03:36,79,Tim McGraw,Grown Men Don't Cry
2001-08-03 21:03:36,80,Rascal Flatts,While You Loved Me
2001-08-03 21:03:36,81,Trisha Yearwood,I Would've Loved You Anyway
2001-08-03 21:03:36,82,Lee Ann Womack,Why They Call It Falling
2001-08-03 21:03:36,83,Jennifer Lopez,Play
2001-08-03 21:03:36,84,matchbox twenty,Mad Season
2001-08-03 21:03:36,85,Dante Thomas Featuring Pras,Miss California
2001-08-03 21:03:36,86,Ja Rule Featuring Lil' Mo,I Cry
2001-08-03 21:03:36,87,Alan Jackson,When Somebody Loves You
2001-08-03 21:03:36,88,Fabolous Featuring Nate Dogg,Can't Deny It
2001-08-03 21:03:36,89,Gary Allan,Right Where I Need To Be
2001-08-03 21:03:36,90,Snoop Dogg Featuring Tyrese & Mr. Tan,Just A Baby Boy
2001-08-03 21:03:36,91,Tyrese,I Like Them Girls
2001-08-03 21:03:36,92,Darude,Sandstorm
2001-08-03 21:03:36,93,George Strait,If You Can Do Anything Else
2001-08-03 21:03:36,94,Samantha Mumba,"Baby, Come Over (This Is Our Night)"
2001-08-03 21:03:36,95,Gigi D'Agostino,I'll Fly With You (L'amour Toujours)
2001-08-03 21:03:36,96,Azul Azul,La Bomba
2001-08-03 21:03:36,97,Trick Pony,On A Night Like This
2001-08-03 21:03:36,98,Coo Coo Cal,My Projects
2001-08-03 21:03:36,99,Ian Van Dahl Featuring Marsha,Castles In The Sky
2001-08-03 21:03:36,100,Lionel Richie,Angel
2000-08-03 15:14:24,1,'N Sync,It's Gonna Be Me
2000-08-03 15:14:24,2,Sisqo,Incomplete
2000-08-03 15:14:24,3,matchbox twenty,Bent
2000-08-03 15:14:24,4,Vertical Horizon,Everything You Want
2000-08-03 15:14:24,5,Aaliyah,Try Again
2000-08-03 15:14:24,6,Destiny's Child,"Jumpin', Jumpin'"
2000-08-03 15:14:24,7,Joe,I Wanna Know
2000-08-03 15:14:24,8,Nine Days,Absolutely (Story Of A Girl)
2000-08-03 15:14:24,9,Creed,Higher
2000-08-03 15:14:24,10,Janet,Doesn't Really Matter
2000-08-03 15:14:24,11,Toni Braxton,He Wasn't Man Enough
2000-08-03 15:14:24,12,P!nk,There You Go
2000-08-03 15:14:24,13,LeAnn Rimes,I Need You
2000-08-03 15:14:24,14,Jagged Edge,Let's Get Married
2000-08-03 15:14:24,15,Ruff Endz,No More
2000-08-03 15:14:24,16,BBMak,Back Here
2000-08-03 15:14:24,17,Nelly,(Hot S**t) Country Grammar
2000-08-03 15:14:24,18,3 Doors Down,Kryptonite
2000-08-03 15:14:24,19,Sting Featuring Cheb Mami,Desert Rose
2000-08-03 15:14:24,20,Marc Anthony,You Sang To Me
2000-08-03 15:14:24,21,Next,Wifey
2000-08-03 15:14:24,22,Faith Hill,Breathe
2000-08-03 15:14:24,23,Jessica Simpson,I Think I'm In Love With You
2000-08-03 15:14:24,24,Enrique Iglesias,Be With You
2000-08-03 15:14:24,25,Christina Aguilera,I Turn To You
2000-08-03 15:14:24,26,Dr. Dre Featuring Snoop Dogg,The Next Episode
2000-08-03 15:14:24,27,Avant,Separated
2000-08-03 15:14:24,28,Mandy Moore,I Wanna Be With You
2000-08-03 15:14:24,29,Jay-Z Featuring UGK,Big Pimpin'
2000-08-03 15:14:24,30,Eminem,The Real Slim Shady
2000-08-03 15:14:24,31,Da Brat Featuring Tyrese,What'Chu Like
2000-08-03 15:14:24,32,Son By Four,Purest Of Pain (A Puro Dolor)
2000-08-03 15:14:24,33,Everclear,Wonderful
2000-08-03 15:14:24,34,Macy Gray,I Try
2000-08-03 15:14:24,35,Lee Ann Womack,I Hope You Dance
2000-08-03 15:14:24,36,Lara Fabian,I Will Love Again
2000-08-03 15:14:24,37,Lonestar,What About Now
2000-08-03 15:14:24,38,Jo Dee Messina,That's The Way
2000-08-03 15:14:24,39,Santana Featuring Rob Thomas,Smooth
2000-08-03 15:14:24,40,Donell Jones,Where I Wanna Be
2000-08-03 15:14:24,41,Rascal Flatts,Prayin' For Daylight
2000-08-03 15:14:24,42,Lonestar,Amazed
2000-08-03 15:14:24,43,Lucy Pearl,Dance Tonight
2000-08-03 15:14:24,44,Alan Jackson,It Must Be Love
2000-08-03 15:14:24,45,Westlife,Swear It Again
2000-08-03 15:14:24,46,Sisqo,Thong Song
2000-08-03 15:14:24,47,Santana Featuring The Product G&B,Maria Maria
2000-08-03 15:14:24,48,No Doubt,Simple Kind Of Life
2000-08-03 15:14:24,49,Britney Spears,Oops!...I Did It Again
2000-08-03 15:14:24,50,Chad Brock,Yes!
2000-08-03 15:14:24,51,Eric Heatherly,Flowers On The Wall
2000-08-03 15:14:24,52,Whitney Houston & Enrique Iglesias,Could I Have This Kiss Forever
2000-08-03 15:14:24,53,Reba McEntire,I'll Be
2000-08-03 15:14:24,54,Ideal Featuring Lil' Mo,Whatever
2000-08-03 15:14:24,55,Billy Gilman,One Voice
2000-08-03 15:14:24,56,SoulDecision Featuring Thrust,Faded
2000-08-03 15:14:24,57,Christina Aguilera,Come On Over Baby (All I Want Is You)
2000-08-03 15:14:24,58,Don Henley,Taking You Home
2000-08-03 15:14:24,59,Sister Hazel,Change Your Mind
2000-08-03 15:14:24,60,Lil' Kim,No Matter What They Say
2000-08-03 15:14:24,61,SHeDAISY,I Will...But
2000-08-03 15:14:24,62,Goo Goo Dolls,Broadway
2000-08-03 15:14:24,63,Savage Garden,Crash And Burn
2000-08-03 15:14:24,64,Kelly Price,As We Lay
2000-08-03 15:14:24,65,Dixie Chicks,Cold Day In July
2000-08-03 15:14:24,66,Kandi,Don't Think I'm Not
2000-08-03 15:14:24,67,Carl Thomas,I Wish
2000-08-03 15:14:24,68,Alice Deejay,Better Off Alone
2000-08-03 15:14:24,69,Toni Braxton,Just Be A Man About It
2000-08-03 15:14:24,70,Tim McGraw,Some Things Never Change
2000-08-03 15:14:24,71,Papa Roach,Last Resort
2000-08-03 15:14:24,72,Red Hot Chili Peppers,Californication
2000-08-03 15:14:24,73,Keith Urban,Your Everything
2000-08-03 15:14:24,74,Brooks & Dunn,You'll Always Be Loved By Me
2000-08-03 15:14:24,75,Common,The Light
2000-08-03 15:14:24,76,Backstreet Boys,The One
2000-08-03 15:14:24,77,Joe,Treat Her Like A Lady
2000-08-03 15:14:24,78,Stone Temple Pilots,Sour Girl
2000-08-03 15:14:24,79,DMX Featuring Sisqo,What You Want
2000-08-03 15:14:24,80,Darryl Worley,When You Need My Love
2000-08-03 15:14:24,81,Splender,I Think God Can Explain
2000-08-03 15:14:24,82,Toby Keith,Country Comes To Town
2000-08-03 15:14:24,83,Clay Davidson,Unconditional
2000-08-03 15:14:24,84,Creed,With Arms Wide Open
2000-08-03 15:14:24,85,Baha Men,Who Let The Dogs Out
2000-08-03 15:14:24,86,Debelah Morgan,Dance With Me
2000-08-03 15:14:24,87,Metallica,I Disappear
2000-08-03 15:14:24,88,Whitney Houston & Deborah Cox,"Same Script, Different Cast"
2000-08-03 15:14:24,89,Lil' Zane Featuring 112,Callin' Me
2000-08-03 15:14:24,90,Clay Walker,The Chain Of Love
2000-08-03 15:14:24,91,Eve & Jadakiss,Got It All
2000-08-03 15:14:24,92,504 Boyz,Wobble Wobble
2000-08-03 15:14:24,93,Madison Avenue,Don't Call Me Baby
2000-08-03 15:14:24,94,Mary Mary,Shackles (Praise You)
2000-08-03 15:14:24,95,Mariah Carey Featuring Snoop Dogg,Crybaby
2000-08-03 15:14:24,96,LFO,West Side Story
2000-08-03 15:14:24,97,Mya Featuring Jadakiss,Best Of Me
2000-08-03 15:14:24,98,Ghostface Killah,Cherchez LaGhost
2000-08-03 15:14:24,99,"Torrey Carter Featuring Missy ""Misdemeanor"" Elliott",Take That
2000-08-03 15:14:24,100,A*Teens,Dancing Queen
1999-08-04 09:25:12,1,Christina Aguilera,Genie In A Bottle
1999-08-04 09:25:12,2,Destiny's Child,"Bills, Bills, Bills"
1999-08-04 09:25:12,3,K-Ci & JoJo,Tell Me It's Real
1999-08-04 09:25:12,4,Will Smith Featuring Dru Hill & Kool Mo Dee,Wild Wild West
1999-08-04 09:25:12,5,Jennifer Lopez,If You Had My Love
1999-08-04 09:25:12,6,Pearl Jam,Last Kiss
1999-08-04 09:25:12,7,Smash Mouth,All Star
1999-08-04 09:25:12,8,Backstreet Boys,I Want It That Way
1999-08-04 09:25:12,9,702,Where My Girls At?
1999-08-04 09:25:12,10,LFO,Summer Girls
1999-08-04 09:25:12,11,Whitney Houston,It's Not Right But It's Okay
1999-08-04 09:25:12,12,Naughty By Nature Featuring Zhane,Jamboree
1999-08-04 09:25:12,13,Maxwell,Fortunate
1999-08-04 09:25:12,14,Sarah McLachlan,I Will Remember You (Live)
1999-08-04 09:25:12,15,Ricky Martin,Livin' La Vida Loca
1999-08-04 09:25:12,16,Enrique Iglesias,Bailamos
1999-08-04 09:25:12,17,Nine Inch Nails,The Day The World Went Away
1999-08-04 09:25:12,18,Sixpence None The Richer,Kiss Me
1999-08-04 09:25:12,19,98 Degrees,The Hardest Thing
1999-08-04 09:25:12,20,Sugar Ray,Someday
1999-08-04 09:25:12,21,Madonna,Beautiful Stranger
1999-08-04 09:25:12,22,Britney Spears,Sometimes
1999-08-04 09:25:12,23,Case,Happily Ever After
1999-08-04 09:25:12,24,Shania Twain,That Don't Impress Me Much
1999-08-04 09:25:12,25,TLC,No Scrubs
1999-08-04 09:25:12,26,Tal Bachman,She's So High
1999-08-04 09:25:12,27,Lonestar,Amazed
1999-08-04 09:25:12,28,Ginuwine,So Anxious
1999-08-04 09:25:12,29,Jo Dee Messina,Lesson In Leavin'
1999-08-04 09:25:12,30,Blaque,808
1999-08-04 09:25:12,31,Alabama Featuring 'N Sync,God Must Have Spent A Little More Time On You
1999-08-04 09:25:12,32,Citizen King,Better Days (And The Bottom Drops Out)
1999-08-04 09:25:12,33,112 Featuring Lil'z,Anywhere
1999-08-04 09:25:12,34,Phil Collins,You'll Be In My Heart
1999-08-04 09:25:12,35,Lauryn Hill,Everything Is Everything
1999-08-04 09:25:12,36,Red Hot Chili Peppers,Scar Tissue
1999-08-04 09:25:12,37,Eric Benet Featuring Tamia,Spend My Life With You
1999-08-04 09:25:12,38,Joe Diffie,A Night To Remember
1999-08-04 09:25:12,39,Fastball,Out Of My Head
1999-08-04 09:25:12,40,Blessid Union Of Souls,Hey Leonardo (She Likes Me For Me)
1999-08-04 09:25:12,41,EVE & Nokio,What Ya Want
1999-08-04 09:25:12,42,Edwin McCain,I Could Not Ask For More
1999-08-04 09:25:12,43,Chante Moore,Chante's Got A Man
1999-08-04 09:25:12,44,Sporty Thievz Featuring Mr. Woods,No Pigeons
1999-08-04 09:25:12,45,Ricky Martin,"The Cup Of Life (The Official Song Of The World Cup, France '98)"
1999-08-04 09:25:12,46,Goo Goo Dolls,Black Balloon
1999-08-04 09:25:12,47,SHeDAISY,Little Good-Byes
1999-08-04 09:25:12,48,Sugar Ray,Every Morning
1999-08-04 09:25:12,49,Chely Wright,Single White Female
1999-08-04 09:25:12,50,George Strait,Write This Down
1999-08-04 09:25:12,51,Brandy,Almost Doesn't Count
1999-08-04 09:25:12,52,Vitamin C Featuring Lady Saw,Smile
1999-08-04 09:25:12,53,Ja Rule,Holla Holla
1999-08-04 09:25:12,54,Kenny Chesney,You Had Me From Hello
1999-08-04 09:25:12,55,Faith Hill,The Secret Of Life
1999-08-04 09:25:12,56,TLC,Unpretty
1999-08-04 09:25:12,57,Tyrese,Lately
1999-08-04 09:25:12,58,Tim McGraw,Please Remember Me
1999-08-04 09:25:12,59,Mary J. Blige,All That I Can Say
1999-08-04 09:25:12,60,Alan Jackson,Little Man
1999-08-04 09:25:12,61,JAY-Z,Jigga My N****
1999-08-04 09:25:12,62,Shania Twain,You've Got A Way
1999-08-04 09:25:12,63,Ricky Martin,She's All I Ever Had
1999-08-04 09:25:12,64,Lit,My Own Worst Enemy
1999-08-04 09:25:12,65,Juvenile Featuring Mannie Fresh & Lil' Wayne,Back That Thang Up
1999-08-04 09:25:12,66,98 Degrees,I Do (Cherish You)
1999-08-04 09:25:12,67,R. Kelly,Did You Ever Think
1999-08-04 09:25:12,68,Brad Paisley,Who Needs Pictures
1999-08-04 09:25:12,69,Dixie Chicks,Ready To Run
1999-08-04 09:25:12,70,Faith Evans,Never Gonna Let You Go
1999-08-04 09:25:12,71,Martina McBride,Whatever You Say
1999-08-04 09:25:12,72,Lenny Kravitz,American Woman
1999-08-04 09:25:12,73,Santana Featuring Rob Thomas,Smooth
1999-08-04 09:25:12,74,Coko,Sunshine
1999-08-04 09:25:12,75,"Missy ""Misdemeanor"" Elliott Featuring Big Boi & Nicole",All N My Grill
1999-08-04 09:25:12,76,Blink-182,What's My Age Again?
1999-08-04 09:25:12,77,Dwight Yoakam,Crazy Little Thing Called Love
1999-08-04 09:25:12,78,JT Money Featuring Sole,Who Dat
1999-08-04 09:25:12,79,Donna Summer,I Will Go With You (Con Te Partiro)
1999-08-04 09:25:12,80,Limp Bizkit,Nookie
1999-08-04 09:25:12,81,Trisha Yearwood,I'll Still Love You More
1999-08-04 09:25:12,82,Lee Ann Womack,(Now You See Me) Now You Don't
1999-08-04 09:25:12,83,Jordan Knight,Give It To You
1999-08-04 09:25:12,84,Vengaboys,"Boom, Boom, Boom, Boom!!"
1999-08-04 09:25:12,85,Mary Chapin Carpenter,Almost Home
1999-08-04 09:25:12,86,Andy Griggs,You Won't Ever Be Lonely
1999-08-04 09:25:12,87,Dixie Chicks,Tonight The Heartache's On Me
1999-08-04 09:25:12,88,Tanto Metro & Devonte,Everyone Falls In Love
1999-08-04 09:25:12,89,Q-Tip,Vivrant Thing
1999-08-04 09:25:12,90,T.W.D.Y. Featuring Too Short & Mac Mall,Players Holiday
1999-08-04 09:25:12,91,The Beatnuts Featuring Yellaklaw,Watch Out Now
1999-08-04 09:25:12,92,Lila McCann,With You
1999-08-04 09:25:12,93,Steve Wariner,Two Teardrops
1999-08-04 09:25:12,94,Sherrie Austin,Never Been Kissed
1999-08-04 09:25:12,95,Cher,Strong Enough
1999-08-04 09:25:12,96,Amber,Sexual (Li Da Di)
1999-08-04 09:25:12,97,Mercedes Featuring Master P,It's Your Thing
1999-08-04 09:25:12,98,Dru Hill,You Are Everything
1999-08-04 09:25:12,99,Montgomery Gentry,Lonely And Gone
1999-08-04 09:25:12,100,Shania Twain,Man! I Feel Like A Woman!
1998-08-04 03:36:00,1,Brandy & Monica,The Boy Is Mine
1998-08-04 03:36:00,2,Shania Twain,You're Still The One
1998-08-04 03:36:00,3,Usher,My Way
1998-08-04 03:36:00,4,Sarah McLachlan,Adia
1998-08-04 03:36:00,5,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",Make It Hot
1998-08-04 03:36:00,6,Next,Too Close
1998-08-04 03:36:00,7,Puff Daddy Featuring Jimmy Page,Come With Me
1998-08-04 03:36:00,8,All Saints,Never Ever
1998-08-04 03:36:00,9,Jennifer Paige,Crush
1998-08-04 03:36:00,10,Five,When The Lights Go Out
1998-08-04 03:36:00,11,Ace Of Base,Cruel Summer
1998-08-04 03:36:00,12,Voices Of Theory,Say It
1998-08-04 03:36:00,13,Kelly Price,Friend Of Mine
1998-08-04 03:36:00,14,Mase Featuring Puff Daddy,Lookin' At Me
1998-08-04 03:36:00,15,Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,Ghetto Supastar (That Is What You Are)
1998-08-04 03:36:00,16,Madonna,Ray Of Light
1998-08-04 03:36:00,17,K-Ci & JoJo,All My Life
1998-08-04 03:36:00,18,Nate Dogg Featuring Warren G,Nobody Does It Better
1998-08-04 03:36:00,19,Savage Garden,Truly Madly Deeply
1998-08-04 03:36:00,20,Tatyana Ali,Daydreamin'
1998-08-04 03:36:00,21,Backstreet Boys,Everybody [Backstreet's Back]
1998-08-04 03:36:00,22,Mariah Carey,My All
1998-08-04 03:36:00,23,Marcy Playground,Sex And Candy
1998-08-04 03:36:00,24,Spice Girls,Stop
1998-08-04 03:36:00,25,Faith Hill,This Kiss
1998-08-04 03:36:00,26,Cleopatra,Cleopatra's Theme
1998-08-04 03:36:00,27,Savage Garden,To The Moon And Back
1998-08-04 03:36:00,28,Big Punisher Featuring Joe,Still Not A Player
1998-08-04 03:36:00,29,LeAnn Rimes,Looking Through Your Eyes
1998-08-04 03:36:00,30,Jon B,They Don't Know
1998-08-04 03:36:00,31,69 Boyz,Woof Woof
1998-08-04 03:36:00,32,Will Smith,Gettin' Jiggy Wit It
1998-08-04 03:36:00,33,Master P Featuring Sons Of Funk,I Got The Hook Up!
1998-08-04 03:36:00,34,Third Eye Blind,How's It Going To Be
1998-08-04 03:36:00,35,Janet Featuring BLACKstreet,I Get Lonely
1998-08-04 03:36:00,36,Beastie Boys,Intergalactic
1998-08-04 03:36:00,37,LeAnn Rimes,How Do I Live
1998-08-04 03:36:00,38,Paula Cole,I Don't Want To Wait
1998-08-04 03:36:00,39,Link,Whatcha Gone Do?
1998-08-04 03:36:00,40,Janet,Together Again
1998-08-04 03:36:00,41,Tamia,So Into You
1998-08-04 03:36:00,42,Cam'Ron Featuring Mase,Horse & Carriage
1998-08-04 03:36:00,43,'N Sync,I Want You Back
1998-08-04 03:36:00,44,Rod Stewart,Ooh La La
1998-08-04 03:36:00,45,Gloria Estefan,Heaven's What I Feel
1998-08-04 03:36:00,46,Next,I Still Love You
1998-08-04 03:36:00,47,Imajin Featuring Keith Murray,Shorty (You Keep Playin' With My Mind)
1998-08-04 03:36:00,48,Color Me Badd,Remember When
1998-08-04 03:36:00,49,Dixie Chicks,There's Your Trouble
1998-08-04 03:36:00,50,Busta Rhymes,Turn It Up [Remix]/Fire It Up
1998-08-04 03:36:00,51,Fleetwood Mac,Landslide
1998-08-04 03:36:00,52,Myron,Destiny
1998-08-04 03:36:00,53,Swirl 360,Hey Now Now
1998-08-04 03:36:00,54,JD Featuring Jay-Z,Money Ain't A Thang
1998-08-04 03:36:00,55,The Smashing Pumpkins,Ava Adore
1998-08-04 03:36:00,56,Xscape,The Arms Of The One Who Loves You
1998-08-04 03:36:00,57,Goodie Mob Featuring Outkast,Black Ice (Sky High)
1998-08-04 03:36:00,58,Athenaeum,What I Didn't Know
1998-08-04 03:36:00,59,John Forte,Ninety Nine [Flash The Message]
1998-08-04 03:36:00,60,La Bouche,You Won't Forget Me
1998-08-04 03:36:00,61,Wyclef Jean Featuring Queen Pen & The Product,Cheated (To All The Girls)
1998-08-04 03:36:00,62,Missjones,2 Way Street
1998-08-04 03:36:00,63,Tami Davis,How Do I Say I'm Sorry
1998-08-04 03:36:00,64,Luke Featuring No Good But So Good,Raise The Roof
