rating,review,displayName,isVerified,isSuperReviewer,hasSpoilers,hasProfanity,score,timeFromCreation,user.displayName,user.accountLink,user.realm,user.userId,displayImageUrl
4.5,"The music and the effects are amazing, the story wavers a bit but overall its a very good adaptation.",Jacob T,False,False,False,False,4.5,"Nov 15, 2022",Jacob T,/user/id/33abb952-626d-4c3e-8e16-9ba0d9cc9025,RT,33abb952-626d-4c3e-8e16-9ba0d9cc9025,
3.5,"Undeniably lush, the story of a young king/savior who struggles with his destiny is certainly Old Testament meets Game of Thrones, and Dune does a descent job of creating a movie of action pieces and characters that you want to watch.  But unfortunately between the semi-conscious story development, sleepy direction, and underwhelming tension, this is an epic ... miss.  Why not spend as much time on the plot and character development as the production design.   See instead: Blade Runner, The Empire Strikes Back",Shoeless J,False,False,False,False,3.5,"Nov 12, 2022",Shoeless J,/user/id/84884bec-a50e-4bdf-b369-27d3f71123c2,RT,84884bec-a50e-4bdf-b369-27d3f71123c2,
5.0,"Is there anything wrong with this film? It's biggest criticism was that it was ""slow"". ""Slow""? Who cares? If it hadn't taken the time to include as much of the vast detail of Herbert's world that it could, it would have felt rushed and incomplete. Aside from that, the acting, directing and cinematography are beautiful, and Hans Zimmer's soundtrack is ABSOLUTELY SPECTACULAR.",Gideon M,False,False,False,False,5.0,"Nov 11, 2022",Gideon M,/user/id/Google_103920036577781912807,RT,Google_103920036577781912807,
4.5,Loved it! I hope there will be another one coming out!,,False,False,False,False,4.5,"Nov 11, 2022",,,Flixster,f4cc0858-ffaa-499f-a8e3-340808606aa9,
5.0,"A masterpiece, music, pictures, lands cape, CGI, actors and costumes amazing…",Bryan C,False,False,False,False,5.0,"Nov 10, 2022",Bryan C,/user/id/Google_115675394472981816942,RT,Google_115675394472981816942,
4.5,Extremely well paced sensory experience with one of the best soundtracks running behind brilliant camera work hard to go wrong with this thrilling sci-fi,Will H,False,False,False,False,4.5,"Nov 09, 2022",Will H,/user/id/Google_101892448017696470425,RT,Google_101892448017696470425,
5.0,"All I can say is, part 2 can't get here soon enough!",Star S,False,False,False,False,5.0,"Nov 07, 2022",Star S,/user/id/Google_116528823405691945445,RT,Google_116528823405691945445,
4.5,"Loved it, Bit of information overload but still amazing. Dune is not an easy undertaking, but Denis did a pretty bang up job in my opinion. I watched this movie 3 times and loved each second of it.",Isaac W,False,False,False,False,4.5,"Nov 06, 2022",Isaac W,/user/id/Google_109598831500143037617,RT,Google_109598831500143037617,
5.0,"Great adaptation of a great book, can't wait for the second part. Thoroughly enjoyed as a big fan of Dune. Friends who did not know anything about Dune before the movie also loved it.",Ignas S,False,False,False,False,5.0,"Nov 03, 2022",Ignas S,/user/id/Google_109115871156350117150,RT,Google_109115871156350117150,
1.5,Weird movie with no ending,bier p,False,False,False,False,1.5,"Nov 02, 2022",bier p,/user/id/f53d9747-24e2-4ccf-a93b-07a66333e12f,RT,f53d9747-24e2-4ccf-a93b-07a66333e12f,
5.0,"This is the first time writing a review. I read the first book while in junior collage and loved it, watching the movie now 8 years later brings so many good memories. They captured alot of details from the book and I say this is one of the best adaptations from any book Ive read.
Stunning scenery, costumes, great actors. 5/5.",Hinn ,False,False,False,False,5.0,"Nov 02, 2022",Hinn ,/user/id/Google_112831893573719816131,RT,Google_112831893573719816131,
5.0,Brilliant. I looked forward to the second movie. This movie keeps telling it's story throughout.,David M,False,False,False,False,5.0,"Nov 02, 2022",David M,/user/id/Google_107677716321517582984,RT,Google_107677716321517582984,
5.0,The story is hard to follow if you're not paying again but the graphics are the best I've ever seen and the story and cinematography is on point,Jordan G,False,False,False,False,5.0,"Nov 02, 2022",Jordan G,/user/id/Google_114644738882123212243,RT,Google_114644738882123212243,
5.0,Master Piece! This is the first time in my life I have watched a movie 4+ times in a week. Fantastic Visual effect and Background music.,Rajkumar P,False,False,False,False,5.0,"Nov 01, 2022",Rajkumar P,/user/id/ccac4bf7-115b-4662-b26f-66c652ce79d4,RT,ccac4bf7-115b-4662-b26f-66c652ce79d4,
2.5,It's a beautiful movie but way too long.,Marco D,False,False,False,False,2.5,"Oct 31, 2022",Marco D,/user/id/Google_113877406937209818860,RT,Google_113877406937209818860,
5.0,"Visually striking. Epic. A film that is bold enough not to be complacent with the public. Artful crafted. The first time I saw it in 3d and I have to admit that the 3d is bad, really bad (see it in 2d if they ever re-screen it in theaters).
The dialogues are intriguing.
The characters deep.
The technology is credible.
You feel the depth and the details of a really existing universe and civilization.
The dreamlike narrative is really appropriate.
The acting is incredible.
I hope they will preserve it at the Smithsonian.
People in year 2400 should see it and they will find it amazing. And so will you, and so must you!",Blizzard the Blue Wizard B,False,False,False,False,5.0,"Oct 29, 2022",Blizzard the Blue Wizard B,/user/id/1272709a-a6a0-44c2-a321-b49a91aa7aae,RT,1272709a-a6a0-44c2-a321-b49a91aa7aae,
4.5,"Denis Villenueve regala una experiencia extrasensorial con esta película, una obra maestra disfrazada de relatos clásicos conjuntados para formar ""Dune"", la obra de 1965, que con la visión de Villenueve presenta de muy buena manera un surrealista relato mesiánico con una acción impactante desde el apartado visual, con alegorías muy bien marcadas como la del Toro, que para mi representa la fuerza imparable vs la sensatez o la injustificada diferencia física y mental entre el hombre y la bestia, bestia que podría tomar varias caras, ya sea política o subconscientemente en el humano, la búsqueda por el poder y la tan marcada supremacía humana. Que para mi es lo que representa la película , la dualidad entre la clase monopolizada mente autonombrada realeza con la gente de abajo, dualidad que se subraya en el 1 y 3 acto, mientras en el 1 acto nos muestran la cara de la política por la que se rigen los personajes principales con un cambio abrupto en el 3 acto con la guerra, el régimen del Pueblo. El vestuario en esta película forma gran parte de la interpretación de los actores, actores que desde su presentación son imponentes, mayor mente marcado en Dave Bautista y Stellan Skarsgard, ellos son impactantes desde su físico, no necesitan un arco de personaje en la historia su simple misticismo los vuelve interesantes y temibles, conjuntándose de muy buena manera con el resto del elenco, todos lo hacen increíble encarnando respectivamente su posición en la historia. Con Timothée Chalamet encarnando a un personaje oprimido por sus padres en una busqueda constante por el poder que no sabe si posee a pesar de ser catalogado como el ""mesías"" del relato, que junto a Zendaya que para mi representa la desconstrucción de la belleza interna y externa crean una conexión que aunque no estén en pantalla juntos en casi toda la película, las visiones tan bien metaforizadas en la historia crean una incertidumbre que se va alargando y desenmarañando en el desarrollo de la película culminando con una fantástica alegoría del personaje de Paul saliendo literalmente del hoyo y con ello también renaciendo simbólicamente de las cenizas de su imperio.

Para mi Dune es una película que está en el grupo de ""obras maestras"", crea una obra que desde el soundtrack que combina de excelente manera los sonidos ambientales con la profunda banda sonora de Hans Zimmer puedes notar el peso simbólico que solo un director con la precisión de Villenueve puede crear, esta obra bien puede ser una crítica Capitalísta y a sus consecuencias de la anarquia del Comunismo y su inevitable caída o una simple monopolización de las obras clásicas expolotadas a la máximapotencia para crear una narrativa que conjunte a todas ellas. Dune es una experiencia al lado más introspectivo de la desconstrucción humana.",Daniel B,False,False,False,False,4.5,"Oct 28, 2022",Daniel B,/user/id/Google_103860718863837961196,RT,Google_103860718863837961196,
5.0,Amazing masterpiece that builds out a whole new world properly. Makes star wars (from a star wars fan) look like a cheap knock off.,Thomas C,False,False,False,False,5.0,"Oct 27, 2022",Thomas C,/user/id/5e37f7a5-6f97-4c09-bfc1-1a1b4c73dd13,RT,5e37f7a5-6f97-4c09-bfc1-1a1b4c73dd13,
4.5,"Denis Villeneuve Has pulled off a truly spectacular piece of cinematic film making with DUNE, everything from the cinematography to the score to the incredible sweeping landscapes and rich lore and backstory that stays true to the source material. I can only hope that the film does well enough in the theater so we can see this truly epic story come to conclusion.",ChrisCSH ,False,False,False,False,4.5,"Oct 27, 2022",ChrisCSH ,/user/id/Google_108201996559124274947,RT,Google_108201996559124274947,
5.0,"Denis Villeneuve is an amazing director, and DUNE just so happens to be my favorite thing like ever, so my anticipation for this movie was immeasurable, and let me say, this movie is an actual masterpiece. From a visual perspective, this movie is probably the most beautiful film ever (that I've seen). Based on this director's other works, you would expect nothing less from eye catching angle. The story itself is articulated so expertly, that I can't begin to describe it. It adapts the story of DUNE in the best way possible, and I really don't see any issues with it. The only issue anyone has with this movie was that no one knew if a sequel would come out to finish it, but I am writing this in October of 2022, so since that knowledge is given to me, I can safely say that this masterpiece is simply, a 10/10",Gavin O,False,False,False,False,5.0,"Oct 26, 2022",Gavin O,/user/id/Google_104750769978337446548,RT,Google_104750769978337446548,
5.0,"Best adaptation of Dune by far. However,  why oh why does there have to be a two year wait for part two?",James W,False,False,False,False,5.0,"Oct 25, 2022",James W,/user/id/Google_118135253123898829614,RT,Google_118135253123898829614,
4.0,"The scope of the film is impressive, as are the visual effects and score. Really no complaints here.",Jake R,False,False,False,False,4.0,"Oct 24, 2022",Jake R,/user/id/Google_110316926883528385408,RT,Google_110316926883528385408,
5.0,An epic and deeply immersive cinematic experience that hooks you in and leaves you dying for the sequel. I would most definitely recommend it!,Ali M,False,False,False,False,5.0,"Oct 23, 2022",Ali M,/user/id/Google_117163582683167120435,RT,Google_117163582683167120435,
5.0,"This is the movie I've been waiting for, I been a great mmm big fan of this story and that did an excellent job with this movie. Can't wait for part II",James L,False,False,False,False,5.0,"Oct 23, 2022",James L,/user/id/Facebook_1761302608,RT,Facebook_1761302608,
5.0,"Masterpiece. Quality and emotions that become poetry on the big screen. A colossal work in acting, directing, editing, cinematography, production design... Everything is perfect. Finally a new colossal movie and epic picture for years.",Francesco Felix C,False,False,False,False,5.0,"Oct 23, 2022",Francesco Felix C,/user/id/17a4d614-2272-429c-90f7-26c7b1728e72,RT,17a4d614-2272-429c-90f7-26c7b1728e72,
5.0,"This is a masterpiece in science fiction. It excels in drama, action, plot, story telling and scenery. Denis Villeneuve has out done himself. Kudos to his team and much respect to him for respecting the lore and books. Those reviewers that complain about the pacing are probably the same people that are addicted to the now 6 second TikTok or YouTube shorts online. This movie is fantastic. The build up is magnificent. And I love the sound effects and music. Bravo!",Graham F,False,False,False,False,5.0,"Oct 22, 2022",Graham F,/user/id/Google_106207515455556490598,RT,Google_106207515455556490598,
4.5,Respectful and intelligent adaptation of Herbert's novel - great spectacle and performances.,Gerard W,False,False,False,False,4.5,"Oct 22, 2022",Gerard W,/user/id/Google_107543944166165601987,RT,Google_107543944166165601987,
4.0,"Dune occasionally struggles with its unwieldy source material, but those issues are largely overshadowed by the scope and ambition of this visually thrilling adaptation.",The  C,False,False,False,False,4.0,"Oct 21, 2022",The  C,/user/id/ba0f70b0-127d-4814-a491-f610fddb6316,RT,ba0f70b0-127d-4814-a491-f610fddb6316,
5.0,"Una de las mejores películas de ciencia ficción del siglo.
Acción y efectos especiales de diez, tramas interesantes y un desarrollo de personajes que hace que no necesites saber nada ni de su pasado ni de ellos mismos para entenderlos y conocer sus ambiciones.
Sin duda entra en mi lista de las cien películas obligatorias que ver.",Jecsan H,False,False,False,False,5.0,"Oct 21, 2022",Jecsan H,/user/id/Google_109111033727924903235,RT,Google_109111033727924903235,
3.0,"Villeneuve manages to make the film engaging despite its uninteresting lore. It has low rewatch value. The fight scenes are terrible. You can't feel the force, punch, or stab in all fights, which is disappointing since Blade Runner 2049 has very effective fight scenes.",Alix F,False,False,False,False,3.0,"Oct 21, 2022",Alix F,/user/id/Google_101131903802816188043,RT,Google_101131903802816188043,
4.0,"A teenage dream to metamorphose Frank Herbert's future-shock epic into cinematic resplendence, Denis Villeneuve and Hans Zimmer convey us into a darkling geomorphology of desert warfare, spicy mirage and duels of superpowers with their mind-bending narrative, visuals and score.",Johnson F,False,False,False,False,4.0,"Oct 21, 2022",Johnson F,/user/id/46586c9b-bab8-4634-b439-cc58b0338b9e,RT,46586c9b-bab8-4634-b439-cc58b0338b9e,
5.0,Went into the theater with no idea what the plot was nor that it was a remake. LOVED IT. Similar movies as this one sometimes frustrate me due to not having prior understanding of the characters/plot but Dune kept me tuned in the whole time. any questions I had just kept me watching to find out. Can't wait to see part 2.,Danielle M,False,False,False,False,5.0,"Oct 19, 2022",Danielle M,/user/id/Google_111649083832667188026,RT,Google_111649083832667188026,
5.0,"When Dune part two arrives, this two-parter of a sci-fi epic is sure to become a modern classic.",Tymon R,False,False,False,False,5.0,"Oct 18, 2022",Tymon R,/user/id/Google_110511419363116575389,RT,Google_110511419363116575389,
2.0,"Not a reader of the books, but here's my review. Really wanted to like this movie with the stellar cast, acting, visual effects, and an interesting concept. Those parts this movie does exceptionally well. However pace was painfully slow, a lot of confusing moving pieces, and by the end of this long movie I wasn't really sure what was so ground-breaking about what was just watched.",Arturas V,False,False,False,False,2.0,"Oct 17, 2022",Arturas V,/user/id/Google_110873039740130592971,RT,Google_110873039740130592971,
4.5,"It does make compromises regarding the source material, but they are understandable. The grandiose look and atmosphere speaks for itself as it guides you into this new world and universe, whose sequel we will look forward to.",Ben S,False,False,False,False,4.5,"Oct 16, 2022",Ben S,/user/id/d2ca1ac5-36fb-4993-a69d-720806724ca2,RT,d2ca1ac5-36fb-4993-a69d-720806724ca2,
5.0,A fully realised film of the book.  Superb.,Garreth C,False,False,False,False,5.0,"Oct 15, 2022",Garreth C,/user/id/Google_100559380660364054095,RT,Google_100559380660364054095,
4.0,Exactly what I wanted from a Dune movie.,Matt R,False,False,False,False,4.0,"Oct 15, 2022",Matt R,/user/id/d6bd4b15-76f7-499e-af29-276594794729,RT,d6bd4b15-76f7-499e-af29-276594794729,
4.5,"This is the adaptation we've been waiting for for 50 years! The only way to successfully tell this story is to do it in a two-part film, and this is an excellent set-up to part two. I can't wait until it comes out!
Villeneuve succeeds where Lynch failed in so many ways. Let's get one thing out of the way at the very beginning: NO WEIRDING MODULES!! Using hand signals and subtitles instead of inner monologue was a nice touch as well.
The acting was superb! Having only ever seen Oscar Isaac in the Star Wars Sequels I was shocked at the depth of character he was able to put into Duke Leto. Jason Mamoa was the perfect Duncan Idaho (I would have liked to have seen the scene where he is drunk on spice beer), and I can easily believe him to be one of the most feared warriors in the Imperium. Timothée Chalamet, like Matthew Broderick in the previous generation, was able to convincingly pull off a younger character well enough so that the audience forgets the actor's actual age. 
One of the only issues I have with the film is the treatment of the redoubtable and dangerous Lady Jessica. The number of times she is portrayed as merely fearful and seemingly not in control of herself was insulting to the character as written in the novel. I don't blame this on the actress Rebecca Ferguson, whom I feel did an amazing job with what she was given. I put this at the feet of the director - and even this has a caveat. Her character may toughen up in the next installment.",Sean N,False,False,False,False,4.5,"Oct 15, 2022",Sean N,/user/id/Facebook_1012523766,RT,Facebook_1012523766,
3.0,It was ok I guess. Just watch the 1984 version.. it's better. Not sure why Hollywood has to remake so many classic movies that still hold their own. Lazy.,A J,False,False,False,False,3.0,"Oct 13, 2022",A J,/user/id/Google_101399226967030150551,RT,Google_101399226967030150551,
5.0,"If there was someone up to the task of building the world of Dune it was Denis Villaneuve. Everything from world building, cinematography, directing, and character development was on point. I am looking forward to the second part.",Mario Z,False,False,False,False,5.0,"Oct 12, 2022",Mario Z,/user/id/b50918b6-2f1b-40d9-a9c1-533ef88efc63,RT,b50918b6-2f1b-40d9-a9c1-533ef88efc63,
5.0,"This movie is a work of art. The acting is perfect. It was incredible how they adapted such a non-cinematic source material and made it one of the most cinematic movies of the 21st century. The story is amazing as well, and was adapted, albeit imperfectly, rather well for a 600+ page novel over 60 years old. DUNE is the book that inspired so much of sci-fi that we know and love today. You must watch this movie, and you must read the book. And if you want to learn good storytelling, study them.",Jake J,False,False,False,False,5.0,"Oct 11, 2022",Jake J,/user/id/Google_106617803789727676014,RT,Google_106617803789727676014,
4.0,"Admittedly, I have been a huge fan of the book since I read it as a teenager. In addition I'm a bit of a science fiction nut. I didn't think that the scope of the book would translate into film. However, this is the best bloody thing I've seen in years! Brilliant. Much better than the previous version. Better than my own imagination. Can't wait for Part 2 and hopefully Part 3. However, if you are unfamiliar with the original book, the plot would be confusing. Can't rave enough about how much I enjoyed it.",Ian R,False,False,False,False,4.0,"Oct 10, 2022",Ian R,/user/id/Google_106606026615734807773,RT,Google_106606026615734807773,
5.0,"This is one of those movies you hold off watching due to Hollywood messing up so many new versions of classic movies and shows. Then you watch it and walk around the house for a week saying ""God Dammit I could have watched this ages ago!!!""
It's near perfect.",Brian Y,False,False,False,True,5.0,"Oct 10, 2022",Brian Y,/user/id/Google_106044099392180494073,RT,Google_106044099392180494073,
3.5,"Very true to book adaptation with little room for imagination. Occasionally shows the power of the novel, but will have to wait for pt2 to confirm. Worth the watch alright!",Kaspar R,False,False,False,False,3.5,"Oct 07, 2022",Kaspar R,/user/id/a5f3f6b4-7a47-4f7a-bb90-a9adc82daef9,RT,a5f3f6b4-7a47-4f7a-bb90-a9adc82daef9,
5.0,I absolutely love that they've refreshed the Dune series and I am so anxious to see what they will do with the whole Dune universe!!! I was truly blown away!!!,Isaiah M,False,False,False,False,5.0,"Oct 03, 2022",Isaiah M,/user/id/Google_106226276967205743470,RT,Google_106226276967205743470,
5.0,"Beautiful filmography, quite true to the source. Good actors!",Ion S,False,False,False,False,5.0,"Sep 30, 2022",Ion S,/user/id/Google_112075399782148781066,RT,Google_112075399782148781066,
5.0,"ATREIDES! ATREIDES! ATREIDES! This excellent warrior chant echoed in my ears when I viewed DUNE in the IMAX for the third time. My heart was beating for every twist and turn throughout the film. The fact that I knew what was happening with the coup and the sudden fall of House Atreides kept me frustrated and excited for the upcoming battle of Arrakeen. Paul's journey is quite impressive and engaging in the grand scheme of what makes DUNE such a cinematic and written masterpiece. I am looking forward to Part 2, the cast looks absolutely amazing. Hans Zimmer's epic score is saved on my Spotify library! I would like to let Denis Villeneuve that I love his work and courage in building up such a wonderful film. I love the book so much and believe that even the smallest dream can forge large accomplishments. Thank you, Denis Villeneuve, and good luck with DUNE Part 2!!! I must not fear, fear is the mind-killer!",Logan H,False,False,False,False,5.0,"Sep 29, 2022",Logan H,/user/id/Google_101965550870322665471,RT,Google_101965550870322665471,
4.0,"Much better than the 1984 version, this one makes the smart decision to split the story in two to give it all room to breathe.  The result is an epic, visually stunning movie with strong performances.  It's held back from greatness by a few effects that come off looking cheap and an anticlimactic ending.  Here's hoping part 2 nails the ending.",Jim D,False,False,False,False,4.0,"Sep 28, 2022",Jim D,/user/id/530b8eb5-24ce-4e72-a9da-d9c408b28711,RT,530b8eb5-24ce-4e72-a9da-d9c408b28711,
5.0,My new favorite movie of all time… they were very true to the book and brought it to life brilliantly for the first time ever…,Sylvia R,False,False,False,False,5.0,"Sep 27, 2022",Sylvia R,/user/id/Facebook_647471368,RT,Facebook_647471368,
1.0,"Loud music, week dialog. Bad plot",Nir E,False,False,False,False,1.0,"Sep 27, 2022",Nir E,/user/id/91ff62db-5662-4124-836d-347e4ad0d1ed,RT,91ff62db-5662-4124-836d-347e4ad0d1ed,
4.5,"""| Ratings Categories |
{Characters (9/10) ; Cinematography (10/10) ; Plot (8/10) ; Acting (10/10) ; Pacing (8.5/10) = 91%}""",Jeremy C,False,False,False,False,4.5,"Sep 27, 2022",Jeremy C,/user/id/Google_118114765401483296274,RT,Google_118114765401483296274,
4.0,Loved it & can't wait for the second half. I wish I would have watched this in the theater because the sights of the film are so grand & magnificent.,Joshua C,False,False,False,False,4.0,"Sep 27, 2022",Joshua C,/user/id/Facebook_503266078,RT,Facebook_503266078,
4.0,Very good movie with an awesome cast. Intrigued to see where this goes next.,Tim ,False,False,False,False,4.0,"Sep 26, 2022",Tim ,/user/id/Google_113699303157623301948,RT,Google_113699303157623301948,
3.0,"I cannot believe the high scores. Not as good as the original version. actors not as good, and there is sorta this lukewarm atmosphere that pervades this remake. S0metimes originals, no matter how dated, outshine the modern sophisticated remakes i.e. King Kong, The Thing, etc.",B D,False,False,False,False,3.0,"Sep 25, 2022",B D,/user/id/Google_110499487277450344240,RT,Google_110499487277450344240,
4.5,"Visually stunning and beautiful sound make for a masterpiece in today's cinema. Chalamet centers this movie with an incredible performance. The supporting cast makes this movie even better: Ferguson, Skarsgård, Isaac, Zendaya…",Alessio W,False,False,False,False,4.5,"Sep 24, 2022",Alessio W,/user/id/Facebook_3118648675116481,RT,Facebook_3118648675116481,
5.0,See plenty of the Dune TV shows and Movies and so far this was the best and well done.  Enjoyed the books and read a good way through the series.,Ken F,False,False,False,False,5.0,"Sep 24, 2022",Ken F,/user/id/63530234-06e9-4524-abbf-1aa1a2e4d02c,RT,63530234-06e9-4524-abbf-1aa1a2e4d02c,
5.0,possibly one of the best made pieces of cinema this century,Jay F,False,False,False,False,5.0,"Sep 22, 2022",Jay F,/user/id/Google_115214355074614282383,RT,Google_115214355074614282383,
2.0,"The story is a little boring and very confusing. Most of the characters are uninteresting. I tried to get invested into the world and story but it's not for me. Other than that, the visuals are amazing, and the score is beautiful.",Jonathan M,False,False,False,False,2.0,"Sep 21, 2022",Jonathan M,/user/id/Google_114819842822193217822,RT,Google_114819842822193217822,
0.5,Probably the worst movie I have ever seen. Hard to understand and the runtime is so long. Not worth the watch in my opinion.,Josh F,False,False,False,False,0.5,"Sep 21, 2022",Josh F,/user/id/e65da88a-6f13-4e12-b529-05c92cb8390e,RT,e65da88a-6f13-4e12-b529-05c92cb8390e,
4.0,"There are two things that make this movie the best film of 2022. The visual effects and the story. Denis Villeneuve deserves a knighthood for the CGI because the visuals were absolutely perfect. Complementing that is the movie's riveting storyline that sees a political struggle between the Emperor, House Atreides, and House Harkonnens over the known universe's most important commodity. . If you're into Star Wars, then your definitely going to enjoy this one. A highly recommended movie for those who love political dramas and sci-fis.",Avish R,False,False,False,False,4.0,"Sep 20, 2022",Avish R,/user/id/Google_118148630043274738479,RT,Google_118148630043274738479,
4.0,"Avec le sens du détail et l'amour de l'image de Denis Villeneuve, Dune : première partie ne pouvait être que réussi sur le plan visuel. Les scènes tournées à la lumière du jour, entre chien et loup, apportent une touche poétique et authentique qui manquent à beaucoup d'autres films aux effets spéciaux abondants. 

Ce premier film Dune ne dégrade pas les écrits de Frank Herbert, ce qui n'est pas chose aisée tant la complexité des intrigues politique et humaine peut être délicate à transposer, notamment lorsqu'il s'agit de montrer l'étendue des pouvoirs de Paul Atréides. 

Par ailleurs, les acteurs pour incarner Paul et Jessica auraient difficilement pu être mieux choisis ; Thimotée Chalamet et Rebecca Ferguson forment un tandem remarquable. En revanche, je n'en dirais pas autant sur le choix d'Oscar Isaac pour incarner le Duc Leto. Non que l'acteur soit mauvais, il lui manque une présence à l'image ; Liam Neeson aurait été un meilleur choix, je pense. Cela ne gâche pas son personnage pour autant. C'est plutôt le traitement de Liet Kynes qui m'a déçu : sa fin n'est pas aussi forte que dans les livres, alors que Dieu sait qu'il y avait matière à filmer la scène la plus marquante de ce film…",BillBoo ,False,False,False,False,4.0,"Sep 20, 2022",BillBoo ,/user/id/Google_117109000366420421173,RT,Google_117109000366420421173,
4.0,"I don't know what the hell I just watched, but I was thoroughly entertained!",David B,False,False,False,False,4.0,"Sep 18, 2022",David B,/user/id/Facebook_513378528,RT,Facebook_513378528,
5.0,Epic. Magnificence. Dune is finally here.,Laurence S,False,False,False,False,5.0,"Sep 18, 2022",Laurence S,/user/id/Google_106303941148181200641,RT,Google_106303941148181200641,
5.0,The artistry accomplished with visual production impacts your emotions on a subconscious level.  Truly amazing.,David W,False,False,False,False,5.0,"Sep 17, 2022",David W,/user/id/Google_118031918274301182404,RT,Google_118031918274301182404,
5.0,Way better than the 1984 film. I was honestly blown away just by how good this movie is. I loved it and I am totally down for Part Two!,MrDonut ,False,False,False,False,5.0,"Sep 17, 2022",MrDonut ,/user/id/Google_103835798333399458653,RT,Google_103835798333399458653,
